0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000
0.001000,0.000000,0.000000,0.000000,0.005000,89.957027,0.000000,5.000000,0.000000
0.002000,0.000000,0.000005,0.000000,0.010000,89.957027,0.000000,5.000000,0.000000
0.003000,0.000000,0.000015,0.000000,0.015000,89.957027,0.000000,5.000000,0.000000
0.004000,0.000000,0.000030,0.000000,0.020000,89.957027,0.000000,5.000000,0.000000
0.005000,0.000000,0.000050,0.000000,0.025000,89.957027,0.000000,5.000000,0.000000
0.006000,0.000000,0.000075,0.000000,0.030000,89.957027,0.000000,5.000000,0.000000
0.007000,0.000000,0.000105,0.000000,0.035000,89.957027,0.000000,5.000000,0.000000
0.008000,0.000000,0.000140,0.000000,0.040000,89.957027,0.000000,5.000000,0.000000
0.009000,0.000000,0.000180,0.000000,0.045000,89.957026,0.000000,5.000000,0.000000
0.010000,0.000000,0.000225,0.000000,0.050000,89.957026,0.000000,5.000000,0.000000
0.011000,0.000000,0.000275,0.000000,0.055000,89.957026,0.000000,5.000000,0.000000
0.012000,0.000000,0.000330,0.000000,0.060000,89.957025,0.000000,5.000000,0.000000
0.013000,0.000000,0.000390,0.000000,0.065000,89.957024,0.000000,5.000000,0.000000
0.014000,0.000000,0.000455,0.000000,0.070000,89.957023,0.000000,5.000000,0.000000
0.015000,0.000000,0.000525,0.000000,0.075000,89.957022,0.000000,5.000000,0.000000
0.016000,0.000000,0.000600,0.000000,0.080000,89.957021,0.000000,5.000000,0.000000
0.017000,0.000001,0.000680,0.000000,0.085000,89.957019,0.000000,5.000000,0.000000
0.018000,0.000001,0.000765,0.000000,0.090000,89.957017,0.000000,5.000000,0.000000
0.019000,0.000001,0.000855,0.000000,0.095000,89.957014,0.000000,5.000000,0.000000
0.020000,0.000001,0.000950,0.000000,0.100000,89.957011,0.000000,5.000000,0.000000
0.021000,0.000001,0.001050,0.000000,0.105000,89.957008,0.000000,5.000000,0.000000
0.022000,0.000001,0.001155,0.000000,0.110000,89.957004,0.000000,5.000000,0.000000
0.023000,0.000001,0.001265,0.000000,0.115000,89.956999,0.000000,5.000000,0.000000
0.024000,0.000001,0.001380,0.000000,0.120000,89.956994,0.000000,5.000000,0.000000
0.025000,0.000001,0.001500,0.000000,0.125000,89.956988,0.000000,5.000000,0.000000
0.026000,0.000001,0.001625,0.000000,0.130000,89.956982,0.000000,5.000000,0.000000
0.027000,0.000001,0.001755,0.000000,0.135000,89.956974,0.000000,5.000000,0.000000
0.028000,0.000002,0.001890,0.000000,0.140000,89.956966,0.000000,5.000000,0.000000
0.029000,0.000002,0.002030,0.000000,0.145000,89.956956,0.000000,5.000000,0.000000
0.030000,0.000002,0.002175,0.000000,0.150000,89.956946,0.000000,5.000000,0.000000
0.031000,0.000002,0.002325,0.000000,0.155000,89.956934,0.000000,5.000000,0.000000
0.032000,0.000002,0.002480,0.000000,0.160000,89.956921,0.000000,5.000000,0.000000
0.033000,0.000002,0.002640,0.000000,0.165000,89.956907,0.000000,5.000000,0.000000
0.034000,0.000002,0.002805,0.000000,0.170000,89.956892,0.000000,5.000000,0.000000
0.035000,0.000002,0.002975,0.000000,0.175000,89.956875,0.000000,5.000000,0.000000
0.036000,0.000003,0.003150,0.000000,0.180000,89.956857,0.000000,5.000000,0.000000
0.037000,0.000003,0.003330,0.000000,0.185000,89.956837,0.000000,5.000000,0.000000
0.038000,0.000003,0.003515,0.000000,0.190000,89.956815,0.000000,5.000000,0.000000
0.039000,0.000003,0.003705,0.000000,0.195000,89.956792,0.000000,5.000000,0.000000
0.040000,0.000003,0.003900,0.000000,0.200000,89.956766,0.000000,5.000000,0.000000
0.041000,0.000003,0.004100,0.000000,0.205000,89.956739,0.000000,5.000000,0.000000
0.042000,0.000003,0.004305,0.000000,0.210000,89.956709,0.000000,5.000000,0.000000
0.043000,0.000004,0.004515,0.000000,0.215000,89.956678,0.000000,5.000000,0.000000
0.044000,0.000004,0.004730,0.000000,0.220000,89.956643,0.000000,5.000000,0.000000
0.045000,0.000004,0.004950,0.000000,0.225000,89.956607,0.000000,5.000000,0.000000
0.046000,0.000004,0.005175,0.000000,0.230000,89.956568,0.000000,5.000000,0.000000
0.047000,0.000004,0.005405,0.000000,0.235000,89.956526,0.000000,5.000000,0.000000
0.048000,0.000005,0.005640,0.000000,0.240000,89.956482,0.000000,5.000000,0.000000
0.049000,0.000005,0.005880,0.000000,0.245000,89.956435,0.000000,5.000000,0.000000
0.050000,0.000005,0.006125,0.000000,0.250000,89.956384,0.000000,5.000000,0.000000
0.051000,0.000005,0.006375,0.000000,0.255000,89.956331,0.000000,5.000000,0.000000
0.052000,0.000005,0.006630,0.000000,0.260000,89.956274,0.000000,5.000000,0.000000
0.053000,0.000006,0.006890,0.000000,0.265000,89.956214,0.000000,5.000000,0.000000
0.054000,0.000006,0.007155,0.000000,0.270000,89.956150,0.000000,5.000000,0.000000
0.055000,0.000006,0.007425,0.000000,0.275000,89.956083,0.000000,5.000000,0.000000
0.056000,0.000006,0.007700,0.000000,0.280000,89.956012,0.000000,5.000000,0.000000
0.057000,0.000006,0.007980,0.000000,0.285000,89.955937,0.000000,5.000000,0.000000
0.058000,0.000007,0.008265,0.000000,0.290000,89.955858,0.000000,5.000000,0.000000
0.059000,0.000007,0.008555,0.000000,0.295000,89.955775,0.000000,5.000000,0.000000
0.060000,0.000007,0.008850,0.000000,0.300000,89.955687,0.000000,5.000000,0.000000
0.061000,0.000007,0.009150,0.000000,0.305000,89.955595,0.000000,5.000000,0.000000
